section,category,filename,prompt
02,Base tile states,tile_base_normal.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
02,Base tile states,tile_base_hover.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture in a hover/focus state, slightly brighter and subtly lifted. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Add a soft shadow underneath. Transparent PNG, no text, no background."
02,Base tile states,tile_base_selected.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture in a selected state with subtle warm golden rim light and gentle magical glow. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Do not make it too bright. Transparent PNG, no text, no background."
02,Base tile states,tile_base_pressed.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture in a pressed state, slightly darker and lower with compressed inner shadow. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Should feel tactile. Transparent PNG, no text, no background."
02,Base tile states,tile_base_invalid_move.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture in an invalid move state with a subtle warm warning tint and tiny shake-energy marks. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Friendly, not aggressive. Transparent PNG, no text, no background."
02,Base tile states,tile_base_matched_flash.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a soft square moss-stone base tile with rounded corners, pale sage-green surface, subtle handmade imperfections, very soft bevel, gentle inner shadow, and matte painted texture in a matched flash state with soft golden-green highlight and tiny sparkles. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Temporary effect feel. Transparent PNG, no text, no background."
02,Base tile states,tile_empty_slot.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create an empty tile slot with a soft inset moss-stone depression, low contrast, rounded square shape, and gentle shadow. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. No symbol. Transparent PNG, no text, no background."
02,Base tile states,tile_inactive.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create an inactive tile state with muted desaturated sage-gray moss-stone surface, lower contrast, and soft matte texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. No symbol. Transparent PNG, no text, no background."
02,Base tile states,tile_locked_base.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a locked tile base with subtle root or vine lock markings integrated into the moss-stone surface. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. No separate symbol, just a locked state. Transparent PNG, no text, no background."
02,Base tile states,tile_objective_base.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create an objective tile base with subtle moss/leaf accents under the tile surface, clearly different from normal base but not noisy. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. No main symbol. Transparent PNG, no text, no background."
03,Core match tiles,tile_sun.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a warm golden sun with rounded rays, matte finish, gentle orange-yellow shading, and controlled magical glow. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
03,Core match tiles,tile_water_drop.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a single rounded blue water droplet with cyan-to-deep-blue shading, subtle internal highlight, matte painted look, not glassy. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
03,Core match tiles,tile_pink_flower.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a soft pink flower with five rounded petals, warm coral-pink color, small yellow center, and matte painted texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
03,Core match tiles,tile_green_leaf.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a single curled green leaf with subtle veins, sage and emerald tones, and soft matte painted texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
03,Core match tiles,tile_berry_cluster.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a rounded red-purple berry cluster with tiny green leaves, juicy but not plastic, soft painted texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
03,Core match tiles,tile_rainbow_gem.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a complete match-3 tile with a soft square moss-stone base and centered symbol: a rounded magical rainbow gem/orb with muted iridescent bands, soft glow, and matte enchanted stone feel. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_patch.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a rounded lush green moss patch objective with tiny leaf details, bumpy soft surface, darker green depth, and soft matte texture. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_under_tile.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a moss-under-tile objective layer that sits beneath a normal match tile, visible around tile edges, lush green and readable. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_damaged_01.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a partially cleared moss patch after one hit, with some moss missing and clearer stone visible underneath. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_damaged_02.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a mostly cleared moss patch after two hits, with only small moss clusters remaining and most of the stone visible. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_cleared_tile.png,"Create a premium mobile game tile asset for a cozy magical forest match-3 puzzle game. Create a clean cleared objective tile state where moss has been removed, showing calm pale moss-stone with subtle freshness. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_moss_collect_icon.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a small moss collect icon with lush green moss, tiny leaves, rounded organic silhouette, and premium puzzle readability. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,effect_moss_cleared.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a soft moss-cleared effect with green-gold particles, tiny leaves, gentle sparkles, and a satisfying magical dissolve. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_basket_empty.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an empty woven basket objective with warm natural straw tones, subtle woven texture, rounded handcrafted shape, and clear empty interior. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_basket_fill_01.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a woven basket objective in first fill stage, with a small amount of collected forest items inside and clear readable silhouette. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_basket_fill_02.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a woven basket objective in second fill stage, noticeably fuller than stage one but not completely full. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_basket_full.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a full woven basket objective, visually satisfying and complete, with warm straw tones and clear collected contents. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_honey_pot_cracked.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a cracked honey pot objective with rounded warm ceramic body, golden honey details, visible cracks, and cozy magical charm. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_honey_pot_open.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an open honey pot objective with rounded warm ceramic body and golden honey visible inside. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_honey_pot_empty.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an empty honey pot objective with minimal honey residue remaining, clearly reading as collected/finished. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_acorn_nest_empty.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an empty acorn nest objective made of twigs, leaves, and soft natural fibers, ready to be filled. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_acorn_nest_fill_01.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an acorn nest objective in first fill stage with a small number of acorns inside. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_acorn_nest_fill_02.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create an acorn nest objective in second fill stage with noticeably more acorns but not full. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
04,Objective assets,objective_acorn_nest_full.png,"Create a premium mobile game icon asset for a cozy magical forest match-3 puzzle game. Create a full acorn nest objective with many acorns, visually satisfying and complete. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. Centered composition, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_ice_full.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a full layer of magical ice covering one square tile area, translucent blue-white with frosty edges, subtle bubbles, and gentle highlights. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_ice_cracked.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a cracked magical ice layer after one hit, with visible soft cracks, chipped frosty edges, and translucent blue-white depth. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_vine_full.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create thick green forest vines wrapped across one square tile area, clearly blocking the tile with rounded stems and tiny leaves. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_vine_cut_01.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a partially cut vine blocker after one hit, with one or two loosened vine strands and some missing leaves. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_vine_cut_02.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a heavily cut vine blocker almost cleared, with only a few broken vine strands and small leaves remaining. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_stone_full.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create one solid rounded moss-stone block covering one square tile area, strong and durable with gray-green stone and moss accents. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_stone_cracked_01.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a cracked rounded moss-stone blocker after one hit, with visible soft cracks, chipped edges, moss accents, and dust details. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
05,Blockers and obstacle overlays,blocker_stone_cracked_02.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a heavily cracked moss-stone blocker almost broken, with deeper cracks, chipped fragments, small separated pieces, and soft dust particles. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Transparent PNG, no text, no background."
06,Boosters and special tiles,special_rocket_base.png,"Create a premium mobile game overlay asset for a cozy magical forest match-3 puzzle game. Create a base special rocket booster that horizontal and vertical rocket variants are based on, a charming wooden-and-leaf rocket with warm wood tones, tiny leaf fins, golden accents, glowing tip, and sparkle details. Use the same handcrafted premium casual-game style as the rest of the game: soft painted textures, rounded shapes, matte finish, subtle shading, gentle highlights, cozy magical forest color harmony, polished mobile game quality, clean silhouette, and high readability at small size. The asset must sit on top of an existing tile, not include its own tile base. Orthographic top-down view, perfectly centered, no perspective, no rotation, grid-ready, readable at 64x64 pixels. Direction-neutral enough to adapt into row/column versions. Transparent PNG, no text, no background."
