filename,prompt
ui_button_buy.png,"Create a premium mobile game UI buy button asset for a cozy magical forest match-3 puzzle game. Create a rounded purchase button with deep moss-green fill, subtle golden rim, gentle bevel, and a small coin or leaf-coin icon in the center. It should feel premium and friendly, not aggressive. Matte hand-painted texture, soft highlights, cozy forest palette, premium casual puzzle polish. Transparent PNG, no text, no background."
ui_button_rematch.png,"Create a premium mobile game UI rematch button asset for a cozy magical forest match-3 puzzle game. Create a rounded social-action button with moss-green fill, subtle golden edge, gentle bevel, and a simple two-arrow rematch loop icon in the center. It should feel playful, friendly, and competitive in a light cozy way. Matte hand-painted texture, soft shading, premium casual puzzle polish. Transparent PNG, no text, no background."
icon_coin.png,"Create a premium mobile game currency icon for a cozy magical forest match-3 puzzle game. Create a small golden coin icon with a soft rounded shape, subtle leaf engraving, warm golden gradient, matte hand-painted texture, gentle highlights, soft shading, and premium casual puzzle game polish. The icon should feel valuable, cozy, and readable at 64x64 pixels. Centered composition, transparent PNG, no text, no background."
icon_star.png,"Create a premium mobile game reward icon for a cozy magical forest match-3 puzzle game. Create a soft golden star icon with rounded points, gentle magical glow, subtle hand-painted texture, warm highlights, matte finish, and premium casual puzzle game polish. The star should feel rewarding and polished without looking plastic. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
icon_trophy.png,"Create a premium mobile game achievement icon for a cozy magical forest match-3 puzzle game. Create a small friendly trophy icon with warm golden metal, rounded soft shape, subtle leaf engraving, gentle highlights, matte hand-painted texture, soft shading, and premium casual puzzle game polish. It should clearly communicate victory, achievement, and challenge success. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
icon_honey_token.png,"Create a premium mobile game currency icon for a cozy magical forest match-3 puzzle game. Create a honey token icon shaped like a small golden honey drop medallion with soft amber glow, rounded edges, tiny leaf detail, matte hand-painted texture, gentle highlights, and premium casual puzzle game polish. It should feel sweet, collectible, magical, and readable at small size. Centered composition, transparent PNG, no text, no background."
icon_cosmetic_shard.png,"Create a premium mobile game collectible icon for a cozy magical forest match-3 puzzle game. Create a cosmetic shard icon that looks like a small magical crystal fragment with soft pastel rainbow reflections, subtle golden edge, matte hand-painted texture, gentle sparkle, and premium casual puzzle game polish. It should clearly feel like a collectible used for outfits or cosmetics. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
icon_booster_fragment.png,"Create a premium mobile game reward icon for a cozy magical forest match-3 puzzle game. Create a booster fragment icon shaped like a small enchanted puzzle shard or glowing leaf-stone piece, with green-gold magical color, soft rounded chipped edges, matte hand-painted texture, gentle sparkles, soft shading, and premium casual puzzle game polish. It should clearly feel like a fragment used to unlock or upgrade boosters. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
icon_key.png,"Create a premium mobile game reward icon for a cozy magical forest match-3 puzzle game. Create a small magical key icon with warm golden metal, rounded friendly shape, leaf-shaped bow, subtle carved details, matte hand-painted texture, soft highlights, and premium casual puzzle game polish. It should clearly communicate unlocking chests or rewards. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
icon_heart_life.png,"Create a premium mobile game life icon for a cozy magical forest match-3 puzzle game. Create a soft heart icon with warm coral-red color, rounded friendly shape, subtle leaf highlight, matte hand-painted texture, gentle glow, soft shading, and premium casual puzzle game polish. It should feel cozy, kind, and readable at small size. Centered composition, transparent PNG, no text, no background."
chest_small_closed.png,"Create a premium mobile game chest asset for a cozy magical forest match-3 puzzle game. Create a small closed wooden reward chest with rounded carved wood panels, moss-green accents, subtle golden latch, soft shadows, matte hand-painted texture, and premium casual puzzle game polish. The chest should feel cozy, magical, collectible, and readable at small size. Centered composition, transparent PNG, no text, no background."
chest_small_open.png,"Create a premium mobile game chest asset for a cozy magical forest match-3 puzzle game. Create a small open wooden reward chest matching the closed small chest design, with rounded carved wood panels, moss-green accents, golden latch, warm magical glow spilling from inside, subtle sparkles, matte hand-painted texture, and premium casual puzzle game polish. Centered composition, transparent PNG, no text, no background."
chest_star_closed.png,"Create a premium mobile game star chest asset for a cozy magical forest match-3 puzzle game. Create a closed star reward chest with rounded carved wood panels, warm golden star emblem on the front, moss-green accents, soft golden trim, matte hand-painted texture, gentle shadows, and premium casual puzzle game polish. It should feel more valuable than a normal small chest. Centered composition, transparent PNG, no text, no background."
chest_star_open.png,"Create a premium mobile game star chest asset for a cozy magical forest match-3 puzzle game. Create an open star reward chest matching the closed star chest design, with carved wood panels, golden star emblem, moss-green accents, warm golden glow from inside, small star sparkles, matte hand-painted texture, and premium casual puzzle game polish. Centered composition, transparent PNG, no text, no background."
chest_friend_closed.png,"Create a premium mobile game friend chest asset for a cozy magical forest match-3 puzzle game. Create a closed friend challenge chest with rounded carved wood, soft moss-green accents, two small friendly leaf or avatar symbols on the front, warm golden latch, matte hand-painted texture, gentle shadows, and premium casual puzzle game polish. It should feel social, friendly, and rewarding. Centered composition, transparent PNG, no text, no background."
chest_friend_open.png,"Create a premium mobile game friend chest asset for a cozy magical forest match-3 puzzle game. Create an open friend challenge chest matching the closed friend chest design, with rounded carved wood, moss-green accents, two small friendly leaf or avatar symbols, warm magical glow from inside, soft sparkles, matte hand-painted texture, and premium casual puzzle game polish. Centered composition, transparent PNG, no text, no background."
chest_event_closed.png,"Create a premium mobile game event chest asset for a cozy magical forest match-3 puzzle game. Create a closed limited-time event chest with carved wood, moss-green forest trim, festive leaf decorations, subtle purple-gold magical accents, warm latch, matte hand-painted texture, gentle shadows, and premium casual puzzle game polish. It should feel special and seasonal but still cozy. Centered composition, transparent PNG, no text, no background."
chest_event_open.png,"Create a premium mobile game event chest asset for a cozy magical forest match-3 puzzle game. Create an open limited-time event chest matching the closed event chest design, with carved wood, moss-green trim, festive leaf decorations, purple-gold magical accents, bright warm glow from inside, sparkles, matte hand-painted texture, and premium casual puzzle game polish. Centered composition, transparent PNG, no text, no background."
chest_rare_closed.png,"Create a premium mobile game rare chest asset for a cozy magical forest match-3 puzzle game. Create a closed rare reward chest with polished carved wood, deeper moss-green panels, elegant golden trim, subtle magical crystal accents, rounded premium shape, matte hand-painted texture, soft shadows, and premium casual puzzle game polish. It should feel more valuable and exciting than a normal chest. Centered composition, transparent PNG, no text, no background."
chest_rare_open.png,"Create a premium mobile game rare chest asset for a cozy magical forest match-3 puzzle game. Create an open rare reward chest matching the closed rare chest design, with carved wood, deep moss-green panels, elegant golden trim, magical crystal accents, strong warm glow from inside, soft sparkles, matte hand-painted texture, and premium casual puzzle game polish. Centered composition, transparent PNG, no text, no background."
challenge_invite_panel.png,"Create a premium mobile game UI panel for a cozy magical forest match-3 puzzle game. Create a friend challenge invite panel with a soft rounded cream parchment surface, moss-green carved border, subtle golden accents, friendly leaf decorations, and clean empty spaces for two avatar circles, challenge details, and action buttons. The mood should feel playful, social, fair, and friendly, not aggressive. Handcrafted premium casual puzzle style, matte painted texture, soft shadows. Transparent PNG, no text, no background."
challenge_result_panel.png,"Create a premium mobile game UI panel for a cozy magical forest match-3 puzzle game. Create a friend challenge result panel with a soft rounded cream parchment surface, moss-green carved border, subtle golden accents, celebratory leaf details, and empty sections for two player avatars, scores, result message, rewards, and action button. It should feel friendly, premium, and lightly competitive. Transparent PNG, no text, no background."
challenge_leaderboard_panel.png,"Create a premium mobile game UI panel for a cozy magical forest match-3 puzzle game. Create a friend challenge leaderboard panel with a soft rounded cream parchment surface, moss-green carved border, subtle golden accents, and a clean vertical layout for leaderboard rows. Include empty row slots but no names, numbers, avatars, or text. Handcrafted premium casual puzzle style, soft shadows, matte painted texture. Transparent PNG, no text, no background."
challenge_timer_badge.png,"Create a premium mobile game UI badge for a cozy magical forest match-3 puzzle game. Create a small rounded timer badge with a warm cream center, moss-green border, subtle golden accent, and a simple tiny clock or leaf-clock icon. It should communicate limited time clearly at small size. Use matte hand-painted texture, soft shadows, and premium casual puzzle polish. Transparent PNG, no text, no background."
challenge_same_seed_badge.png,"Create a premium mobile game UI badge for a cozy magical forest match-3 puzzle game. Create a small rounded same-seed fair challenge badge with warm cream center, moss-green border, subtle golden accent, and a simple icon showing two matching seed symbols or twin leaves. It should feel fair, friendly, and readable. Use matte hand-painted texture, soft shadows, and premium casual puzzle polish. Transparent PNG, no text, no background."
challenge_fair_mode_badge.png,"Create a premium mobile game UI badge for a cozy magical forest match-3 puzzle game. Create a small rounded fair mode badge with warm cream center, moss-green border, subtle golden accent, and a simple balanced scale or shield-leaf icon. It should communicate fairness and equal conditions in a friendly cozy way. Use matte hand-painted texture, soft shadows, and premium casual puzzle polish. Transparent PNG, no text, no background."
challenge_win_banner.png,"Create a premium mobile game UI result banner for a cozy magical forest match-3 puzzle game. Create a friendly win banner with a soft curved ribbon shape, deep moss-green fill, warm golden trim, subtle leaf confetti, gentle sparkles, matte hand-painted texture, and premium casual puzzle polish. It should feel celebratory but not aggressive. No text, transparent PNG, no background."
challenge_lose_banner.png,"Create a premium mobile game UI result banner for a cozy magical forest match-3 puzzle game. Create a gentle lose banner with a soft curved ribbon shape, muted sage-green fill, warm cream trim, subtle wilted leaf detail, matte hand-painted texture, soft shadows, and premium casual puzzle polish. It should feel kind and encouraging, not harsh or punishing. No text, transparent PNG, no background."
challenge_draw_banner.png,"Create a premium mobile game UI result banner for a cozy magical forest match-3 puzzle game. Create a draw result banner with a soft curved ribbon shape, warm cream and sage-green colors, subtle golden trim, balanced twin-leaf decoration, matte hand-painted texture, soft shadows, and premium casual puzzle polish. It should feel friendly, neutral, and fair. No text, transparent PNG, no background."
challenge_new_record_banner.png,"Create a premium mobile game UI celebration banner for a cozy magical forest match-3 puzzle game. Create a new record banner with a soft curved ribbon shape, rich moss-green fill, warm golden trim, small star and leaf sparkles, gentle glow, matte hand-painted texture, and premium casual puzzle polish. It should feel exciting, rewarding, and magical without being noisy. No text, transparent PNG, no background."
leaderboard_row_normal.png,"Create a premium mobile game leaderboard row UI asset for a cozy magical forest match-3 puzzle game. Create a normal leaderboard row background with a soft rounded rectangular shape, warm cream parchment fill, subtle moss-green edge, gentle inner shadow, matte hand-painted texture, and premium casual puzzle polish. Include empty space for rank, avatar, name, and score, but no text or icons. Transparent PNG, no background."
leaderboard_row_self.png,"Create a premium mobile game leaderboard row UI asset for a cozy magical forest match-3 puzzle game. Create a highlighted self-player leaderboard row background with a soft rounded rectangular shape, warm cream center, moss-green border, subtle golden glow, gentle inner shadow, matte hand-painted texture, and premium casual puzzle polish. Include empty space for rank, avatar, name, and score, but no text or icons. Transparent PNG, no background."
leaderboard_row_friend.png,"Create a premium mobile game leaderboard row UI asset for a cozy magical forest match-3 puzzle game. Create a friend leaderboard row background with a soft rounded rectangular shape, pale sage-green or warm parchment fill, friendly leaf accent, subtle moss-green border, gentle shadows, matte hand-painted texture, and premium casual puzzle polish. Include empty space for rank, avatar, name, and score, but no text or icons. Transparent PNG, no background."
leaderboard_rank_badge_1.png,"Create a premium mobile game leaderboard rank badge for a cozy magical forest match-3 puzzle game. Create a first-place rank badge with a rounded golden medallion shape, subtle leaf engraving, warm premium glow, tiny crown-like leaf detail, matte hand-painted texture, soft shading, and premium casual puzzle polish. The badge should feel valuable and celebratory. No number, no text, transparent PNG, no background."
leaderboard_rank_badge_2.png,"Create a premium mobile game leaderboard rank badge for a cozy magical forest match-3 puzzle game. Create a second-place rank badge with a rounded silver-sage medallion shape, subtle leaf engraving, soft cool highlights, matte hand-painted texture, gentle shadows, and premium casual puzzle polish. No number, no text, transparent PNG, no background."
leaderboard_rank_badge_3.png,"Create a premium mobile game leaderboard rank badge for a cozy magical forest match-3 puzzle game. Create a third-place rank badge with a rounded warm bronze medallion shape, subtle leaf engraving, soft amber highlights, matte hand-painted texture, gentle shadows, and premium casual puzzle polish. No number, no text, transparent PNG, no background."
avatar_frame_common.png,"Create a premium mobile game avatar frame asset for a cozy magical forest match-3 puzzle game. Create a common avatar frame with a soft rounded circular shape, warm cream inner rim, subtle moss-green outer edge, small leaf details, matte hand-painted texture, gentle bevel, and premium casual puzzle polish. It should feel friendly, simple, and suitable for player profile avatars. Transparent PNG, no text, no background."
avatar_frame_rare.png,"Create a premium mobile game avatar frame asset for a cozy magical forest match-3 puzzle game. Create a rare avatar frame with a soft rounded circular shape, moss-green carved border, warm golden accents, subtle sparkle details, tiny leaf ornaments, matte hand-painted texture, gentle bevel, and premium casual puzzle polish. It should feel more valuable than the common frame while staying cozy and readable. Transparent PNG, no text, no background."
avatar_frame_event.png,"Create a premium mobile game avatar frame asset for a cozy magical forest match-3 puzzle game. Create a limited-time event avatar frame with a rounded circular shape, moss-green forest border, festive leaf decorations, subtle honey-gold and purple magical accents, soft glow, matte hand-painted texture, and premium casual puzzle polish. It should feel seasonal, collectible, and special. Transparent PNG, no text, no background."
avatar_frame_champion.png,"Create a premium mobile game avatar frame asset for a cozy magical forest match-3 puzzle game. Create a champion avatar frame with a rounded circular shape, elegant deep moss-green border, premium golden trim, tiny crown-like leaf ornaments, subtle trophy-inspired details, soft glow, matte hand-painted texture, and premium casual puzzle polish. It should feel prestigious, friendly, and celebratory. Transparent PNG, no text, no background."
event_honey_harvest_logo.png,"Create a premium mobile game event logo asset for a cozy magical forest match-3 puzzle game. Create a Honey Harvest event logo without readable text, using a charming honey drop emblem, small bees or bee-wing shapes, golden honey glow, tiny leaves, rounded handcrafted shapes, matte hand-painted texture, and premium casual puzzle polish. The logo should feel sweet, seasonal, cozy, and magical. Transparent PNG, no background."
event_honey_harvest_background.png,"Create a premium mobile game event background for a cozy magical forest match-3 puzzle game. Create a Honey Harvest event background showing a warm magical forest clearing with honey-colored sunlight, soft flowers, leaves, gentle bee-inspired details, glowing honey jars or honey drops in the environment, mossy stones, and cozy premium casual game atmosphere. Soft painted texture, matte finish, calm composition, high-quality mobile game background, no text, no UI, no characters."
event_honey_harvest_button.png,"Create a premium mobile game event button asset for a cozy magical forest match-3 puzzle game. Create a Honey Harvest themed button background with a soft rounded rectangle shape, warm honey-gold fill, moss-green border, subtle honey drip detail, tiny leaf accents, gentle bevel, matte hand-painted texture, soft highlights, and premium casual puzzle polish. No text, no icon, transparent PNG, no background."
event_honey_progress_bar.png,"Create a premium mobile game progress bar asset for a cozy magical forest match-3 puzzle game. Create a Honey Harvest themed progress bar with a rounded moss-green outer frame, warm honey-gold fill area, subtle honey drip accents, tiny leaves, soft inner shadows, matte hand-painted texture, and premium casual puzzle polish. Empty enough for the fill amount to be controlled in-game. No text, transparent PNG, no background."
event_honey_reward_track.png,"Create a premium mobile game reward track UI asset for a cozy magical forest match-3 puzzle game. Create a Honey Harvest themed reward track panel with a soft horizontal path, warm parchment surface, moss-green border, honey-gold accents, small empty reward node slots, tiny leaves, subtle honey drops, matte hand-painted texture, and premium casual puzzle polish. No rewards, no numbers, no text. Transparent PNG, no background."
event_honey_chest_closed.png,"Create a premium mobile game event chest asset for a cozy magical forest match-3 puzzle game. Create a closed Honey Harvest chest with rounded carved wood, warm honey-gold trim, moss-green accents, small honey drop emblem, subtle bee-wing details, matte hand-painted texture, soft shadows, and premium casual puzzle polish. It should feel sweet, seasonal, and collectible. Transparent PNG, no text, no background."
event_honey_chest_open.png,"Create a premium mobile game event chest asset for a cozy magical forest match-3 puzzle game. Create an open Honey Harvest chest matching the closed version, with rounded carved wood, honey-gold trim, moss-green accents, small honey drop emblem, warm amber glow spilling from inside, soft sparkles, matte hand-painted texture, and premium casual puzzle polish. Transparent PNG, no text, no background."
event_honey_board_frame.png,"Create a premium mobile game board frame asset for a cozy magical forest match-3 puzzle game. Create a Honey Harvest themed board frame designed to surround a match-3 grid, with rounded moss-green carved edges, warm honey-gold accents, subtle honey drip details, tiny leaves, soft flowers, gentle shadows, matte hand-painted texture, and premium casual puzzle polish. The center should remain empty for the gameplay grid. Transparent PNG, no text, no background."
event_honey_token_large.png,"Create a premium mobile game event currency asset for a cozy magical forest match-3 puzzle game. Create a large Honey Harvest token icon shaped like a golden honey drop medallion with warm amber glow, soft rounded edges, tiny leaf engraving, subtle bee-wing detail, matte hand-painted texture, gentle highlights, and premium casual puzzle polish. It should feel valuable, seasonal, and magical. Centered composition, transparent PNG, no text, no background."
goal_icon_red_berry.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small red berry goal icon with rounded juicy berries, tiny green leaves, matte hand-painted texture, soft shading, gentle highlights, and premium casual puzzle polish. It should match the game’s cozy magical forest style and be readable at 64x64 pixels. Centered composition, transparent PNG, no text, no background."
goal_icon_blueberry.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small blueberry goal icon with round blue-purple berries, tiny leaf detail, soft matte painted texture, gentle highlights, subtle shadows, and premium casual puzzle polish. It should feel natural, cozy, and readable at small size. Centered composition, transparent PNG, no text, no background."
goal_icon_leaf.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a soft green leaf goal icon with a rounded friendly shape, subtle veins, sage and emerald tones, matte hand-painted texture, gentle highlights, soft shading, and premium casual puzzle polish. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_flower.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a soft pink flower goal icon with rounded petals, warm coral-pink coloring, small yellow center, matte hand-painted texture, gentle shading, and premium casual puzzle polish. The icon should feel charming and readable at small size. Centered composition, transparent PNG, no text, no background."
goal_icon_daisy.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small daisy goal icon with soft white rounded petals, warm yellow center, matte hand-painted texture, gentle shadows, subtle highlights, and premium casual puzzle polish. It should feel fresh, cozy, and readable at 64x64 pixels. Centered composition, transparent PNG, no text, no background."
goal_icon_mushroom.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small cute mushroom goal icon with a rounded warm red or tan cap, soft cream stem, tiny moss or leaf accent, matte hand-painted texture, gentle shading, and premium casual puzzle polish. It should feel magical forest themed and readable at small size. Centered composition, transparent PNG, no text, no background."
goal_icon_acorn.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small acorn goal icon with warm brown shell, rounded cap texture, tiny leaf detail, matte hand-painted texture, soft highlights, and premium casual puzzle polish. It should feel collectible, natural, and readable at 64x64 pixels. Centered composition, transparent PNG, no text, no background."
goal_icon_basket.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small woven basket goal icon with warm straw tones, rounded handcrafted shape, subtle woven texture, matte hand-painted finish, gentle shading, and premium casual puzzle polish. It should clearly communicate collecting items into a basket. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_honey_pot.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small honey pot goal icon with rounded warm ceramic body, golden honey visible at the rim, tiny honey drip, matte hand-painted texture, gentle highlights, and premium casual puzzle polish. It should feel sweet, cozy, magical, and readable at small size. Centered composition, transparent PNG, no text, no background."
goal_icon_moss.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a soft moss patch goal icon with rounded organic shape, lush green tones, tiny leaf details, bumpy soft surface, matte hand-painted texture, subtle darker depth, gentle highlights, and premium casual puzzle polish. It should clearly communicate moss to be cleared. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_covered_moss.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a covered moss goal icon showing a small moss patch partially hidden under a soft tile-like overlay or leafy cover. Use lush green moss, muted sage cover elements, tiny leaf details, matte hand-painted texture, gentle shadows, and premium casual puzzle polish. It should clearly communicate covered moss as a special objective. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_ice.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small magical ice goal icon with translucent pale blue-white ice, frosty rounded edges, subtle cracks, gentle highlights, matte hand-painted texture, and premium casual puzzle polish. It should clearly communicate frozen ice blocker/objective. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_vine.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small vine goal icon with soft green vines crossing in a readable pattern, tiny leaves, subtle mossy texture, matte hand-painted finish, gentle shadows, and premium casual puzzle polish. It should clearly communicate a vine blocker/objective. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_pebble.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small pebble goal icon with rounded gray-beige forest stones, subtle moss accents, matte hand-painted texture, gentle contact shadows, and premium casual puzzle polish. It should clearly communicate a stone or pebble obstacle objective. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_bomb.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small magical forest bomb goal icon, not modern explosive. Use a round seed-pod or flower-bloom bomb shape with soft moss-green and golden accents, tiny leaf details, gentle magical glow, matte hand-painted texture, soft shading, and premium casual puzzle polish. It should clearly communicate a special bomb tile. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_rocket.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small magical forest rocket goal icon based on a handcrafted wooden-and-leaf rocket booster, with soft rounded body, warm natural wood tones, tiny leaf fins, subtle golden accents, gentle sparkle trail, matte hand-painted texture, and premium casual puzzle polish. It should clearly communicate a rocket special tile. Centered composition, readable at 64x64 pixels, transparent PNG, no text, no background."
goal_icon_rainbow_orb.png,"Create a premium mobile game goal icon for a cozy magical forest match-3 puzzle game. Create a small magical rainbow orb goal icon with rounded enchanted stone shape, muted rainbow iridescent colors, subtle internal color bands, soft glow, matte hand-painted texture, gentle highlights, and premium casual puzzle polish. It should feel special, magical, and readable at small size. Centered composition, transparent PNG, no text, no background."
tutorial_hand_pointer.png,"Create a premium mobile game tutorial graphic for a cozy magical forest match-3 puzzle game. Create a friendly tutorial hand pointer icon with a soft rounded cream-colored hand, subtle moss-green cuff or leaf accent, gentle shading, matte hand-painted texture, and premium casual puzzle polish. The hand should clearly communicate tapping or dragging without text. Centered composition, transparent PNG, no text, no background."
tutorial_swipe_arrow_horizontal.png,"Create a premium mobile game tutorial graphic for a cozy magical forest match-3 puzzle game. Create a horizontal swipe arrow showing left-right movement, with soft rounded arrow shape, moss-green and warm golden color accents, small leaf details, gentle glow, matte hand-painted texture, and premium casual puzzle polish. It should clearly communicate horizontal swipe or swap. Transparent PNG, no text, no background."
tutorial_swipe_arrow_vertical.png,"Create a premium mobile game tutorial graphic for a cozy magical forest match-3 puzzle game. Create a vertical swipe arrow showing up-down movement, with soft rounded arrow shape, moss-green and warm golden color accents, small leaf details, gentle glow, matte hand-painted texture, and premium casual puzzle polish. It should clearly communicate vertical swipe or swap. Transparent PNG, no text, no background."
tutorial_tap_indicator.png,"Create a premium mobile game tutorial graphic for a cozy magical forest match-3 puzzle game. Create a tap indicator asset with a soft glowing circular ripple, gentle golden center highlight, subtle leaf-sparkle particles, matte hand-painted texture, and premium casual puzzle polish. It should clearly communicate where the player should tap. Transparent PNG, no text, no background."
tutorial_highlight_ring.png,"Create a premium mobile game tutorial highlight ring for a cozy magical forest match-3 puzzle game. Create a soft rounded square or circular highlight ring with warm golden glow, tiny leaf sparkles, subtle moss-green edge, gentle hand-painted texture, and premium casual puzzle polish. It should be designed to overlay a tile or UI element and draw attention without being harsh. Transparent PNG, no text, no background."
tutorial_speech_bubble.png,"Create a premium mobile game tutorial speech bubble UI asset for a cozy magical forest match-3 puzzle game. Create a soft rounded speech bubble with warm cream parchment fill, moss-green border, subtle leaf ornament, gentle shadow, matte hand-painted texture, and premium casual puzzle polish. Leave the inside empty for tutorial text to be added later. Transparent PNG, no text, no background."
